scope,label_source,feature,variant,k,space,dim,monkey,session,snr_auc,svm_auc,oof_balanced_acc,dendro_agreement_2345,half_i,half_j,n_splits,min_trials,min_stable,seed,cell_i,cell_j,maze_i,strategy_i,maze_j,strategy_j,name_i,name_j,r,n_trials_i,n_trials_j,present_i,present_j,stable_i,stable_j,n_degenerate
top_ten,svm,occupancy_bin,mean_removed,12,unith,12,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,0,1,0,1,0,1H,1H,0.16538298936551643,39,39,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,12,unith,12,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,1,1,0,2,0,1H,2H,0.008904774423854758,39,37,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,12,unith,12,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,2,1,0,3,0,1H,3H,0.0692437299404893,39,53,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,12,unith,12,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,3,1,0,4,0,1H,4H,-0.023023372813703098,39,8,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,12,unith,12,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,,20,4,8,0,0,4,1,0,5,0,1H,5H,,39,0,True,False,True,False,0
top_ten,svm,occupancy_bin,mean_removed,12,unith,12,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,,20,4,8,0,0,5,1,0,6,0,1H,6H,,39,0,True,False,True,False,0
top_ten,svm,occupancy_bin,mean_removed,12,unith,12,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,,20,4,8,0,0,6,1,0,1,1,1H,1S,,39,0,True,False,True,False,0
top_ten,svm,occupancy_bin,mean_removed,12,unith,12,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,7,1,0,2,1,1H,2S,0.16537783123767985,39,25,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,12,unith,12,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,8,1,0,3,1,1H,3S,0.2503311006309986,39,11,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,12,unith,12,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,9,1,0,4,1,1H,4S,0.10874311437928541,39,65,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,12,unith,12,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,10,1,0,5,1,1H,5S,0.03716284781057178,39,56,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,12,unith,12,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,11,1,0,6,1,1H,6S,0.05501195234271596,39,66,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,12,unith,12,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,1,0,2,0,1,0,2H,1H,0.008904774423854758,37,39,True,True,True,True,0
