scope,label_source,feature,variant,k,space,dim,monkey,session,snr_auc,svm_auc,oof_balanced_acc,dendro_agreement_2345,half_i,half_j,n_splits,min_trials,min_stable,seed,cell_i,cell_j,maze_i,strategy_i,maze_j,strategy_j,name_i,name_j,r,n_trials_i,n_trials_j,present_i,present_j,stable_i,stable_j,n_degenerate
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,0,1,0,1,0,1H,1H,0.27144357464920565,39,39,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,1,1,0,2,0,1H,2H,-0.056806574105307595,39,37,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,2,1,0,3,0,1H,3H,0.04804979340529726,39,53,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,3,1,0,4,0,1H,4H,0.16407657663808967,39,8,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,,20,4,8,0,0,4,1,0,5,0,1H,5H,,39,0,True,False,True,False,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,,20,4,8,0,0,5,1,0,6,0,1H,6H,,39,0,True,False,True,False,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,,20,4,8,0,0,6,1,0,1,1,1H,1S,,39,0,True,False,True,False,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,7,1,0,2,1,1H,2S,0.2016515308747613,39,25,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,8,1,0,3,1,1H,3S,0.20569219415331763,39,11,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,9,1,0,4,1,1H,4S,0.037322530951573764,39,65,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,10,1,0,5,1,1H,5S,0.16102959278318812,39,56,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,0,11,1,0,6,1,1H,6S,0.10116966928981204,39,66,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,1,0,2,0,1,0,2H,1H,-0.056806574105307595,37,39,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,1,1,2,0,2,0,2H,2H,0.0019402181060101443,37,37,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,1,2,2,0,3,0,2H,3H,0.09312092870601324,37,53,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,1,3,2,0,4,0,2H,4H,0.06468015939783792,37,8,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,,20,4,8,0,1,4,2,0,5,0,2H,5H,,37,0,True,False,True,False,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,,20,4,8,0,1,5,2,0,6,0,2H,6H,,37,0,True,False,True,False,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,,20,4,8,0,1,6,2,0,1,1,2H,1S,,37,0,True,False,True,False,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,1,7,2,0,2,1,2H,2S,0.045019449389384875,37,25,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,1,8,2,0,3,1,2H,3S,0.106145280137577,37,11,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,1,9,2,0,4,1,2H,4S,-0.07959507218271997,37,65,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,1,10,2,0,5,1,2H,5S,0.1332017158674502,37,56,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,1,11,2,0,6,1,2H,6S,0.032137233201083734,37,66,True,True,True,True,0
top_ten,svm,occupancy_bin,mean_removed,6,unith,6,Faure,june_09_09_g0,0.977531857813548,0.9802146210596914,0.9290744466800804,0.6304347826086957,4,4,20,4,8,0,2,0,3,0,1,0,3H,1H,0.04804979340529726,53,39,True,True,True,True,0
